question,answer
إذا ظهر للدائرة أن منع الجهات الحكومية من التعامل مع المدين يترتب عليه ضرر عام فعليها:,التوقف عن المنع وإجراء ما تراه محققا للعدل
من الجهة المخولة بتقدير ما إذا كان منع الجهات الحكومية من التعامل مع المدين يترتب عليه ضرر عام؟,الدائرة المختصة بالنظر في القضية
تمهل الدائرة الخصم مدة لا تزيد عن خمسة أيام لإيداع السلفة قبل:,اتخاذ الإجراء بنقل الإيداع إلى الخصم الآخر
بعد انقضاء مدة خمسة أيام الممنوحة للخصم لإيداع السلفة، يمهل الخصم المدة نفسها قبل:,إيقاف الدعوى
متى يعد السكوت قبولا للإيجاب؟,إذا كان هناك اتفاق أو قرينة تدل على ذلك
في أي حالة يعد السكوت قبولا حتى لو لم يكن هناك اتفاق أو قرينة؟,إذا كان هناك تعامل سابق بين المتعاقدين واتصل الإيجاب بهذا التعامل أو كان الإيجاب لمحض منفعة الموجب له
متى تقدم النفقة على بقية الديون؟,إذا كانت النفقة حالة الدفع
ما مصير النفقة إذا لم تكن حالة الدفع؟,لا تقدم النفقة على بقية الديون إذا لم تكن حالة الدفع
ما الذي يتعين على المحكمة القيام به قبل الحكم بوفاة المفقود؟,اتخاذ ما يلزم للوصول إلى معرفة ما إذا كان المفقود حياً أو ميتاً
هل يمكن للمحكمة الحكم بوفاة المفقود دون التأكد مما إذا كان حياً أم ميتاً؟,لا، يجب على المحكمة في جميع الأحوال التأكد من حياة المفقود أو وفاته قبل الحكم
يصح الاتفاق على إعفاء البائع من ضمان الاستحقاق أو الحد من هذا الضمان أو زيادته، عدا ما يكون منه:,ناشئاً عن فعل البائع أو كان قد تعمد إخفاءه
لا يحول الاتفاق على الإعفاء من ضمان الاستحقاق دون حق المشتري في الرجوع على البائع بالثمن، إلا إذا:,ثبت أن المشتري كان يعلم وقت البيع سبب الاستحقاق
من الجهات التي يمكنها القيام بالتبليغ وفقاً لأحكام نظام الإفلاس ولائحته التنفيذية؟,المدين أو الأمين أو لجنة الإفلاس
في حال تعذر التبليغ المنصوص عليه في نظام الإفلاس ولائحته التنفيذية، فما الإجراء البديل الذي يتم اللجوء إليه؟,يُعلن لمن تعذر تبليغه، وتسري آثار التبليغ من تاريخ الإعلان
يتم استثناء تقارير المنح الخاصة بالأراضي البور عند توثيقها من:,ما ورد في الفقرة الثانية من التعميم رقم 8/ت/169 وتاريخ 25/11/1410هـ
عند توزيع الأراضي البور، يكتفى بـ:,الإجراءات التي تتخذها وزارة الزراعة والمياه
من الجهة المختصة بتحديد مبلغ التكاليف القضائية للدعوى أو الطلب المقدم للمحكمة؟,الإدارة المختصة
ما هي المدة المحددة للمدعي أو صاحب الطلب للاعتراض على تحديد مبلغ التكاليف القضائية؟,خمسة عشر يوماً من تاريخ التبليغ
تنتهي علاقة المصاهرة بين الزوج وأقارب زوجته بمجرد انتهاء رابطة الزوجية بينهما؟,خطأ
يمكن أن تقوم علاقة المصاهرة حتى لو لم تكن رابطة الزوجية قائمة بين الزوجين؟,صحيح
في حالة وقوع تناقض بين صكوك الملكية في شأن وحدة عقارية واحدة، فإنه يتم:,تقييد الحقوق باسم من يظهر للقاضي المشرف على القيد الأول أنه صاحب الحق
عند تقييد الحقوق في حالة التناقض بين صكوك الملكية لوحدة عقارية واحدة، يتم:,إرفاق تقرير بذلك في صحيفة الوحدة العقارية
يقصد بمأمور بيت المال:,الأمين على الأموال المحفوظة فيه والمسئول عن أعمال وموظفي بيت المال والمكلف بتنفيذ النظم والتعليمات الموضوعة لهذا الغرض
من مهام مأمور بيت المال:,تنفيذ النظم والتعليمات الموضوعة لإدارة بيت المال
إذا كان المحضون في حضانة أحد الوالدين، فللآخر:,زيارته واستزارته واستصحابه بحسب ما يتفقان عليه
إذا كان أحد والدي المحضون متوفى أو غائباً:,للمحكمة أن تعين مستحق الزيارة من أقاربه وفق مصلحة المحضون
يحق لرئيس الإدارة اتخاذ الإجراءات النظامية لإحضار الممتنع عن تسليم:,صكوك الملكية والشهادات المستخرجة لإدراج التغييرات عليها
الغرض من إحضار الممتنع عن تسليم صكوك الملكية والشهادات المستخرجة هو:,إدراج التغييرات عليها
ما هو الالتزام الذي يقع على عاتق المدين تجاه الكفيل؟,إعلام الكفيل بأي سبب يقتضي انقضاء الدين أو بطلانه
في حال وفى الكفيل الدين عند الاستحقاق دون علمه بانقضاء الدين أو بطلانه، فإنه:,يحق له الرجوع على المدين والدائن
